id,summary
2492903,"Summary
Custom Section
Summary
UPDATE 11/18/18 10:22 PM MT
WE DID IT!!!!!! 1000 collections, 30000 views, and over 8000 downloads! Woohoo! Thank you, everyone, who have commented, liked, downloaded, remixed, and suggest alterations for this idea. You guys are the best and the ones that keep me going! Thank you so much, Thingiverse community.
UPDATE 9/27/17: I added Creality_CR10_Extended_Extruder_Arm_2 and it should be more accurate to the original
I find the extruder arm for the Creality Cr-10 to be too short and the spring too strong for my weak and scrawny ""muscles."" So, being the nerd that I am, I use science and 3D printing to solve an issue. This extended arm should give you enough leverage to easily open the arm.
Print at 100% infill for maximum strength and decreased chances of snapping.
Note: This may wear out over time and may require reprinting and installation more frequently. This is not made to be a permanent replacement for the existing arm.
Please post makes!
Want to print flexible filaments? The improved version here: https://www.thingiverse.com/thing:2605108
If you enjoy my designs, I would appreciate any tips to support me and my growth as an engineer. https://www.thingiverse.com/Coolcrawler_/about
Custom Section
Tags
arm
CR-10
CR10S4
CR10S5
Creality
Creality CR-10
creality ender 2
creality ender 4
Ender 2
Ender-3
Ender3
ender 4
extender
extruder
filament
License
CC BY-NC-SA
Creality CR-10/S4/S5/Ender 2/Ender 3/Ender 4 Extended Extruder Arm
by Coolcrawler_ is licensed under the Creative Commons - Attribution - Non-Commercial - Share Alike license."
1902131,"Summary
Print Settings
Summary
The Scissor Snake Family
WINNER Second Runner-Up Support-free Product Design Christmas 2014 MyMiniFactory.com. Now on Thingiverse by popular demand.
The ""Scissor Snake"" is a fun 3D printed toy. It is easy to print without support; the ""Scissor Snake"" comes off the build plate assembled and ready to use. Its motion is incredibly smooth, resulting in a very precise, fast, durable and fun remote grabber.
This design uses an exclusive, support-less crossover bearing, engineered for the project. The cross-over bearing interlocks with the frame when fully extended under load, causing the frame to become rigid, thereby reducing stress on the bearing pivots. This results in a strong and durable toy cable of lifting many times its own weight. Kid tested. Guaranteed to provide many hours of fun for kids of all ages.
Buy a 3D printed Scissor Snake here. ricswika.com
Other members of the Scissor Snake Family
(The annoying fused sections in Super, Magnum and Curvy are now FIXED in RevA.... many thanks to TLC510 for letting me know about the problem. Please accept my apology for the error.)
Mini - Use as a test print to calibrate your crossover bearing for no fusing and tight motion
Scissor - The Classic scissor snake, easy to print and a good size for kids
Super - Once you have it dialed in, this one can be a lot of fun; it little more challenging to print. This is the longest Scissor Snake,
Magnum a.k.a. the Trouser Snake - Another kind of Scissor Snake.
Curvy (Experimental, needs tweaking) - Forms an ""S"" curve when extended
Corner (Experimental, needs tweaking) - Forms a curve when extended, to snake around a corner
Instructions
Print at 100% scale, using 30% to 50% infill, no support, at 0.2mm layer height. The ""Scissor Snake"" is designed to print at 100% scale on a wide range of 3D printers. However, if the print comes out looser than you'd like, you can reduce the scale by 5 to 10%; this will produce tighter joints. If the print comes out too tight, increase the scale by 5 to 10%; this will produce looser joints. Normally this is not necessary. Otherwise, for best results, don't change the scale of the model.
https://youtu.be/x_zPq1aS5h0
https://youtu.be/V7sn7SRo9TU
Print Settings
Rafts:
No
Supports:
No
Resolution:
0.2
Infill:
30%
Notes:
use extruder fan to help with small overhangs; usually prints without fusing
Tags
NoTouchChallenge
arm
grabber
gripper
hand
no support
Print-in-place
remote gripper
scissor
snake
support-less
toy scissor snake
License
CC BY
Scissor Snake Family
by ricswika is licensed under the Creative Commons - Attribution license."
155396,"Summary
Summary
Another octopus arm thing, this one holds a toothbrush!
New updated base and some fine tuning
Tags
arm
bathroom
holder
octopus
Octopus Arm
squid
toothbrush
toothbrush holder
Toothbursh
License
CC BY-NC
Octopus Arm Toothbrush Holder
by notcolinforreal is licensed under the Creative Commons - Attribution - Non-Commercial license."
141703,"Summary
Summary
For sitting.  
Blender 2.68a.
Tags
arm
armchair
armchairs
arms
cartoon
cartoony
chair
chairs
couch
couches
decor
Decoration
decorations
furniture
house
household
houses
living
mini
miniature
miniatures
minis
model
models
play
room
rooms
scale
seat
seating
seats
sit
sitting
sofa
sofas
throne
thrones
upholstery
License
CC0
Arm Chair
by willie is licensed under the Creative Commons - Public Domain Dedication license."
30163,"Summary
Instructions
Summary
This is the low-cost prototype of a robotic arm with 6 DOF, 3D printers manufactured and designed using free software (OpenScad, Inksape..).
Instructions
You only have to print all parts and mount it with the instructions. Download the assembly instructions file and start it to mount.
if you want see how  work , click here!
http://www.youtube.com/watch?v=JnvWSHTnrqo&feature=plcp
http://www.youtube.com/watch?v=BNnTyrpuFUY&feature=plcp
The file ""robot arm printable.rar"" contains all the files of OpenScad and .stl, ready to print.
The other file ""robotic arm_freeCAD.rar"" contains the  robotic arm already mounted in FreeCAD
All the information that you need to control the robotic arm is in the file ""Guide,PCB_and_control_programs.rar"". It's contains the guide about all the caracteristics of the robotic arm and the process that you have to follow to calibrate it with the control's programs. All the information is in spanish, there isn't an english version. 
The hardware that use is Arduino UNO, to read the position of the servos, you need make a PCB ( if only want move it, you don't need create the PCB) because have the signals multiplexed. The planes are in the same file of the control's programs. To open the planes, you need have OrCAD Layout to the PCB and OrCAD Capture CIS for the schematic of conection. 
Another partner (http://www.thingiverse.com/CarlosRZambrana) was created a simulator to control the robotic arm , with three modes of funcionality, one mode of control is  with a gamepad. I still haven't got the programs but I will upload this in the future  when he pass me all the files to upload it. You can see the simulator in the pictures. If you want the simulator's files, you can wait my upload or send a message to CarlosRZambrana to get it, or ask him all doubt that you have about the simulator).
you can download the gripper from: http://www.thingiverse.com/thing:7109
Tags
arm
openscad
Plastic Valley
PrintBot
robot
Robotic Arm
robot arm
UC3M
License
CC BY-NC
Robotic arm with 6 DOF
by ancastrog is licensed under the Creative Commons - Attribution - Non-Commercial license."
2415,"Summary
Instructions
Summary
A gripper compatible with a mini servo I used the Topline ES-05 JR, I milled it with a 3-axis cnc machine but its also printable. Made of 4mm hardboard.
A little video:
http://www.youtube.com/watch?v=7CUNx4kPw6w
For more pictures and info:
http://jjshortcut.wordpress.com/2010/04/19/my-mini-servo-grippers-and-completed-robotic-arm/
Instructions
To assemble the gripper you use m3 nuts and bolts. For the gripper parts you use nylock nuts so the gripper wont come loose. For more grip use some kind of soft foam which you glue on the grip parts with super glue. For connecting the horn of the servo to the right gear part use some small screws, like 2mm.
Tags
3D
arduino
arm
gripper
hand
lasercut
laser cutter
makeentry
makerbot
model
motor
reprap
robot
robotics
robotic claw
useful
wood
License
CC BY-NC
Mini servo gripper
by jjshortcut is licensed under the Creative Commons - Attribution - Non-Commercial license."
1241491,"Summary
BOM
Summary
Scara robotic arm for educational purposes. Not tested yet.
BOM
LM8UU bearing 4x
8x22x7 608-ZZ bearing 2x
15x32x9 6002-ZZ bearing 3x
Linear bearing rod 3x
M3 bolt 8mm 10x   for motor
M3 bolt 30mm 2x  +nut 2x
M8 bolt 40mm 1x  +nut 1x
GT2 pulley 20 teeth 2x
GT2 belt 320mm 160 teeth 1x
GT2 belt 160mm 80teeth 2x
threaded rod M8 1x
coupling 5 to 8 1x
Update 05/01/16
Modified ""arm-2"" that fit better with the ""arm-1"".
Update 11/01/16
Added 8mm nutholder.
Tags
arm
robotics
SCARA
scara robot arm
stepper
License
CC BY-SA
Scara robotic arm
by Idegraaf is licensed under the Creative Commons - Attribution - Share Alike license."
2153209,"Summary
Print Settings
Parts
Details
Summary
I modified discotstus excellent Universal cam holder arm design.
http://www.thingiverse.com/thing:1360835
I reduced the size or the arms and I designed a 2020 extrusion bracket for the base.
Non-Commercial:
You do not have permission to print and sell this, either as a whole or as individual components. You do have permission to print and test this item for your own use
Print Settings
Printer:
Self Built Core XY
Supports:
Yes
Resolution:
0.2
Infill:
40
Notes:
Use supports when printing.
40% infill
3 perimiters
Parts
1x  m3  15mm screw (for each arm connection)
1x  m3  20mm screw  (for webcam bracket connection)
m3 nuts
1x  m4  8mm screw (for 2020 bracket).
1x  m4 square nut
Details
I used a m4 square nut to fasten the base bracket to the 2020 extrusion.( It is easy to insert anywhere you need it.)
Tags
2020
2020 extrusion
arm
Articulated
bracket
Logitech C270
Logitech Webcam
vulcanus
Vulcanus Max
vulcanus v1
webcam
webcam holder
License
CC BY-NC-SA
Logitech C270 Articulating Arm
by Kanata is licensed under the Creative Commons - Attribution - Non-Commercial - Share Alike license."
1000713,"Summary
Print Settings
Summary
MINI TRACK LOADER RC
This is a Mini Track Loader RC like BobCat vehicle.
Simple to print and simple to assemble, this Loader works with: 
ALL YOU NEED :
3x ""3.7g Micro Mini Servo :
https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
EU : https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
RX and TX
https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
EU : https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
Lipo 1s :
https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
EU : https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
some M3 screws
https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
EU : https://www.amazon.com/gp/product/B074SG4RH2/ref=as_li_qf_asin_il_tl?ie=UTF8&tag=benjaming-20&creative=9325&linkCode=as2&creativeASIN=B074SG4RH2&linkId=7603e94f3f29c530054e6461f78530b6
chain track Lego NEW STL OF PRINTABLE CHAIN TRACK (Lego number : 43903)
One servo for Arm and two modified servo for both chains tracks. To convert your both servos driving, you juste need to cut the principal axis like the picture.  
Enjoy!  
https://www.youtube.com/watch?v=_hdVqqwfJ84
Print Settings
Rafts:
Doesn't Matter
Supports:
No
Infill:
15%
Notes:
Don't print the parts like STL's views.
Tags
3D
3d printer
arm
Bobcat
bobcats
bucket
chain
delta loader
hobby
hobbyking
Loader
loader rc
multicopter
multirotor
printrbot
pulley
RC
servo
track chain
ts541
turnigy
Turnigy 9x
turnigy fabrikator
V8FR-II
License
CC BY-SA
Mini Track Loader RC
by Zedpi is licensed under the Creative Commons - Attribution - Share Alike license."
3017729,"Summary
Print Settings
Summary
I designed this arm because i needed a flexible way to handle the RasPi Cam and a 24V led strip. The idea is based on this  design ""locking ball and socket arm"" https://www.thingiverse.com/thing:824711 by alexrich82.
The mount can be fixed to the Ender 3 printer between lcd screws and the frame as shown in the photos.
You can print as many joint as you want in order to fit your needs and if you find the connection a little too loose just add a piece of tape on the surface of every sphere. I did it and the result was very good.
The box for the Camera remains closed due to interference and the led stand is not mandatory for the strength of the structure. 
I use a 30cm ribbon cable to connect the camera to the raspberry fixed to the frame with this project of mine: Ender 3 Raspberry Pi 2/3 mount
As always any suggestion on how to improve it is very welcome.
If you have any doubt, do not hesitate to contact me, I'll try my best to help you.
If you like what I do and want to support me, head to https://www.paypal.me/giacomo30196 every bit helps me to make more things for you.
THANK YOU!
Print Settings
Printer:
Creality3D Ender 3
Rafts:
No
Supports:
No
Infill:
100%
Tags
arm
Articulated
ball
camv2
Creality
Creality3d
Ender
Ender3
holder
joint
LED
raspberry
Raspberry camera
raspberrycamera
RaspberryPi
raspberrypi3
Raspberry Pi
raspi
socket
stand
License
CC BY
Ender 3 RasPi Cam V2 articulated arm with Led stand
by giacomo30196 is licensed under the Creative Commons - Attribution license."
5533457,"Summary
Print Settings
Post-Printing
Summary
An 100% printable phone arm!
It weighs about 0.25 kg and is easy to assemble.
Each arm has a working length of 150 mm, so the 3 of them provide a total length of 450mm.
There are 10 different parts.
All of them were printed with 30% infill in PLA, apart from the ""Base Screw Pad"", which was printed with 50% infill in a flexible material for better grip (TreeD Flexmark 9). It is a hard TPU, which is easily printed without any modifications in Creality Ender 3.
60% infill may be a better option for your screws.
Below you can find some screenshots from Cura, to see how I suggest you to print the parts.
The ""Arm End"" is printed separately from the ""Arm"" in order to avoid warping in the thread section. It needs some force to put ""Arm End"" into the ""Arm"". If it is not possible to fit, try to sand the base of the outer cylindrical surface of the ""Arm End"". 
The first time (or two) that you are going to use the screws, there is going to be some resistance but after that they should work properly. 
Print Settings
Printer brand:
Creality
Printer:
Ender 3
Rafts:
No
Supports:
Yes
Infill:
30% and 50%
Filament brand:
Filament PM and TreeD
Filament material:
PLA and TPU
Post-Printing
Tags
arm
iphone
phone
Phone Stand
License
CC BY
100% Printable Phone Arm
by RunawayDesigns is licensed under the Creative Commons - Attribution license."
2648470,"Summary
Print Settings
Summary
I really enjoyed this Leg Lamp design. I wanted to make it a little easier to print so I removed the base in tinker cad and designed a new base and lamp shade to separate out the parts to utilize different color filaments.
On my i3 clone I printed everything at 130%.
The leg is printed with a brim to increase build plate adhesion. Print it with 0% infill to run a wire. I used 3 perimeter layers and drilled the bottom of the shoe and top of the leg to pass the electrical wire. 
There are two lamp shades. Either one should be printed as is. The center of the shade contains a 16mm diameter mount for one 3-led length of 5050 strip LED's. Print the lamp shade with 25% infill or as you see fit for your printer.
The base prints upside down making the entire project not require supports. Print with 25% infill or as you see best fit for your printer.
Edit 12/1/2018 - I uploaded a different base. Prints a bit faster.
Print Settings
Printer:
Malyan M150
Rafts:
No
Supports:
No
Resolution:
.2
Infill:
varies
Tags
christmas
Christmas Story
christmas decoration
lamp
LED
Leg
Leg lamp
License
CC BY-NC-SA
Christmas Story Leg Lamp
by jetpuf is licensed under the Creative Commons - Attribution - Non-Commercial - Share Alike license."
2619639,"Summary
Print Settings
Summary
This is the leg armor part I've done for my Mandalorian cosplay !
You can use it as a leg armor, or a foot armor, but even for your arm or thigh :-)
Enjoy !
Print Settings
Printer:
Dagoma DiscoEasy200
Rafts:
Yes
Supports:
No
Resolution:
0.2
Infill:
30%
Tags
Armor
cosplay
custom
feet
foot
Leg
mandalorian
pad
star wars
License
CC BY-NC-SA
Mandalorian Leg Armor
by Z9ld is licensed under the Creative Commons - Attribution - Non-Commercial - Share Alike license."
2827629,"Summary
Print Settings
Post-Printing
Summary
Loved the LED Bridge by Opossums (https://www.thingiverse.com/thing:1639224) but wanted to add my own touch and make it simple and easy to print.
There are only 4 different parts to print that do not need supports.
I made the channel for the LED strip 12mm wide to fit all. I will also be doing updated designs of the base in future so keep checking back here! The whole bridge is just over 1 meter wide.
This light is great as it leaves virtually no shadows... which also means its awesome for filming whats happening on your desk... Enter the GoPro Mount! https://www.thingiverse.com/thing:2828648 see my remix for more details...
Parts You Need To Print:
2 x led_bridge_base.stl
1 x led_bridge_base_segment.stl
1 x led_bridge_base_segment_peg.stl
9 x led_bridge_segment.stl
Please check out this great make video by Drtaly!: https://www.youtube.com/watch?v=koyphJssvBk
Print Settings
Rafts:
Doesn't Matter
Supports:
No
Resolution:
0.2
Infill:
15%+
Notes:
Parts You Need To Print:
2 x led_bridge_base.stl
1 x led_bridge_base_segment.stl
1 x led_bridge_base_segment_peg.stl
9 x led_bridge_segment.stl
Print all parts as are in the pictures. Pegs will need a little sand to help them fit. My bridge was printed in ICE filament's PET 2.85mm translucent blue from Amazon. In all, at 0.2mm layer height, it took around 35 hours to print.
I used a standard 12v LED light strip off amazon and recycled an old 240-12v power supply inline with a Sonoff Wifi switch.
Post-Printing
Amazon Alexa Control Tip
Use a Sonoff WiFi switch inline with the power supply to add Alexa and make it a smart desk light ;) 
Tags
arc
art
big
cool
diy
easy
fun
lamp
LED
LED lamp
Leg
light
useful
License
CC BY-NC
Simple LED light Bridge/Arc (Easy Print)
by ChrisF3D is licensed under the Creative Commons - Attribution - Non-Commercial license."
4050910,"Summary
Summary
These files I printed and will be using for my cosplay costume.
This is the way!
I used these cartridges by bh1138 - https://www.thingiverse.com/thing:3579756
But these by Straeker are fantastic - https://www.thingiverse.com/thing:4028862
Enjoy!
Update - 28/04/2020 - Ran the Shin topper through Meshmixer to fix some minor problems.
Tags
Armour
beskar
i have spoken
Leg
mando
right
star wars
The Mandalorian
this is the way
License
CC BY-NC-ND
The Mandalorian Right Leg Armour
by TonyBlokeDesigns is licensed under the Creative Commons - Attribution - Non-Commercial - No Derivatives license."
3495732,"Summary
Print Settings
Summary
Leg levelers for IKEA Lack table or anything with a 50mm square leg.  I printed them at .30 layer height with petg and they work fine.  They provide a maximum adjustment of 10-11 mm per leg.
I have also included a wrench to help with the adjustment if you need it.  I was able to do it with my fingers just fine but if I had a wrench that size I would have used it for sure.  
Update 3-22-19: I did print the wrench and it works very well.  It's admittedly a little loose fitting but still works great and isn't a waste of time and plastic to print.  I am glad I have it now for when I move my Lack enclosure.  It makes adjustment way easier.
Check out these other things for IKEA Lack table...
Stacking leg couplers: https://www.thingiverse.com/thing:3488697
Leg stiffeners: https://www.thingiverse.com/thing:3490946
Print Settings
Printer brand:
Prusa
Printer:
I3 MK3S
Rafts:
No
Supports:
No
Resolution:
.3
Infill:
20
Filament brand:
hatchbox
Filament color:
orange
Filament material:
petg
Notes:
Adjust the infill and resolution to your taste. I can't remember what infill percentage I actually used when I made them so I guessed at 20%. The wrench was printed with 20% cubic infill + 3 perimeters and was plenty stiff.
Tags
50mm
ikea
IKEA Hack
ikea lack
Leg
Leg Leveler
leveler
License
CC BY
IKEA Lack Table Leg Leveler
by muckypops is licensed under the Creative Commons - Attribution license."
2963246,"Summary
Print Settings
Summary
Here's a endcap for the Xiaomi M365 crutch.
Print Settings
Printer brand:
Creality
Printer:
CR-10
Rafts:
No
Supports:
No
Resolution:
0.2
Infill:
100
Notes:
Would be better to print with flexible filament (flexible PLA, TPU, or TPE)
Tags
cap
crutch
endcap
Leg
m365
xiaomi
Xiaomi M365
License
CC BY
Xiaomi M365 crutch leg endcap
by reggaemanu is licensed under the Creative Commons - Attribution license."
2119747,"Summary
Print Settings
How I Designed This
Summary
I noticed my Ikea Lack table was a bit wobbly, so I designed this bracket.
You will need 4 brackets in total, one for each leg. They are designed for size 6 screws, with enough holes for 7 in each bracket, which is definitely overkill, so you can probably get away with fewer.
I have included models that have the following on each hole:
-An 82 degree countersink, designed for standard wood screws.
-A more shallow countersink, designed for drywall screws.
-No countersink, designed for normal pan head screws.
These brackets paired with a foam mat below the table have reduced vibration caused by the printer almost entirely.
Print Settings
Printer brand:
Robo 3D
Printer:
R1 PLA Model
Rafts:
Doesn't Matter
Supports:
No
Resolution:
.25
Infill:
20%
How I Designed This
Designed in Creo Parametric. STL files generated using Autodesk Fusion 360.
Tags
bracket
ikea lack
License
CC BY
Ikea Lack Table Leg Bracket
by Pr0teinAddict is licensed under the Creative Commons - Attribution license."
234607,"Summary
Instructions
Summary
The other day one of our best friends had knee surgery. I created this model so he can point out to all of us what bits he had replaced...  
He's doing very well btw... and was really happy with the print.
Instructions
Just print straight out... no support should be necessary (the kneecap is a bit less round than it should be to make it easier to print). So the entire thing is a bit of an ""artistic interpretation"", but close enough for it's purpose.  
I disabled the floor layers in my print so you can see the honeycomb fill pattern from the bottom... shows people what's inside the print.. which they seem to like (and I certainly do).
Tags
blender
Bone
bones
human
joint
knee
Leg
macouno
medical
skeleton
statue
supportless
License
CC BY
Knee joint
by macouno is licensed under the Creative Commons - Attribution license."
2132775,"Summary
Print Settings
Summary
If necessity is the mother of invention, then broken parts are the mother of Thingiverse uploads.
The included STLs are for 3 of the keyboards I had in my office.
And you should be able to customize the design for many other keyboards if you have calipers handy to measure the existing leg/foot.
Print Settings
Supports:
Yes
Notes:
SCAD file is included for customization, and in case you have a keyboard that doesn't fit this basic design. (and if yours doesn't fit the design - let me know the details so I can update this model)
This will need supports for the arm knobs, and possibly for the rounded ends (depends on your printer and material).
The ABS I tried was too soft (YMMV).
PLA and PETG worked really well.
Most SLA acrylic resins are too fragile, but some ""tough"" and ""high tensile strength"" resins have worked decently.
Tags
foot
keyboard
keyboard foot
keyboard leg
Leg
logitech
MacAlly
msi
stand
License
CC BY-NC-SA
Customizable Keyboard Leg/Foot
by ccox is licensed under the Creative Commons - Attribution - Non-Commercial - Share Alike license."
2831319,"Summary
Print Settings
Summary
DJI Mavic Air Extended Feet
Front Feet - Left & Right are identical
Rear Feet - Left & Right are mirror
Bend Rear Feet = Left & Right are mirror
Print Settings
Printer brand:
Ultimaker
Printer:
Ultimaker 2 Extended
Rafts:
No
Supports:
Yes
Resolution:
0.2
Infill:
50
Tags
dji
extended
feet
Leg
Mavic
MAVIC AIR
License
CC BY
DJI Mavic Air Extended Feet
by josephchh is licensed under the Creative Commons - Attribution license."
2253750,"Summary
Print Settings
Summary
I needed a hidden leg extender for the Ikea Lack table. Here it is.
Print Settings
Printer:
Anet A8
Rafts:
No
Supports:
No
Infill:
20%
Tags
extender
ikea lack
Leg
License
CC BY
IKEA Lack - Leg extender
by thingiverse-mr is licensed under the Creative Commons - Attribution license."
3024887,"Summary
Summary
Want to support my work and even sell 3D prints of some of my designs? Check the following links.
Patreon: http://www.patreon.com/flowalistik
Donations: http://www.paypal.me/flowalistik
3D Printable legs for the Creality CR-10 and other aluminum extrusion compatible printers.
The legs are 120mm tall, enough to place the control box and tools below the printer.
Tip: even though there are 6/8 holes on each leg, I've been using them with just two screws and they work great.
Models from the pictures were printed with unbranded ABS, 0.3mm layer height on a Snapmaker 3D Printer.
Disclaimer: All project-related editorial content, including photos, text, videos, and other media, is protected by copyright. It cannot be used or shared without prior permission. The Creative Commons license does not apply to this editorial content.
Tags
a30
Add on
aluminum extrusion
anet
anet e12
CR-10
CR10
Creality
E10
E12
extrusion
geeetech
geeetech A30
Leg
legs
mod
tevo
tevo tornado
tornado
TRONXY
Tronxy X3
License
CC BY-NC-SA
Creality CR-10 Legs
by flowalistik is licensed under the Creative Commons - Attribution - Non-Commercial - Share Alike license."
2786225,"Summary
Print Settings
Summary
These are anti vibration squash ball legs designed to keeping your cr-10 control box under printer. It will take some time to print those legs, but they are really strong in return. 
WARNING! Cables for x axis, extruder and hotend are too short for control box under bed, you should use extension cable kit, otherwise your Z build volume will be reduced to 300 mm.
You will need: 
16x m4 screw and m4 hammer nuts (actually you need 4x after reuse screw and nuts from stock cr-10 legs)
4x double yellow dot squash ball
extension cable kit - https://www.aliexpress.com/item/11-11-Big-Sale-Facotry-supply-CREALITY-3D-Printer-Upgrade-Parts-Extension-cable-kit-for-CR/32832553558.html?spm=a2g0s.9042311.0.0.3fhsTz
Print Settings
Printer:
CR-10
Rafts:
No
Supports:
No
Resolution:
0.2
Infill:
30
Tags
ball
CR-10
feet
foot
Leg
legs
mod
squash
upgrade
License
CC BY-NC
Cr-10 control box under bed mod - squash ball edition
by Pestkowiec is licensed under the Creative Commons - Attribution - Non-Commercial license."
2576668,"Summary
Print Settings
Summary
This is just my version of the Helping Hands - soldering station. It measures 188x188mm (7-3/8""x7-3/8""). I used the 1/4PT Flexible Oil Coolant Pipes with 13mm diameter threads that can be found here: https://tinyurl.com/ycfsypjb
My smaller, 140x140mm version can be found here: https://www.thingiverse.com/thing:3136206
The alligator clips can be found here: https://tinyurl.com/yag5kgft
The magnifying glass was purchased from my local Ace Hardware store.
You'll need to enlarge the small hole in the end of the hose for the clips to fit, a little hot glue keeps them from coming out while in use. I used some silicone fuel tubing to cover the ends of the clips.
The holes in the base are threaded and I recommend putting a little hot glue in the holes to keep the arms from loosening up while in use. This is designed to be printed on a 200x200mm bed or larger. If you'd like something similar but smaller please leave a comment.
Print Settings
Printer brand:
Wanhao
Printer:
Wanhao Duplicator i3 V2
Rafts:
No
Supports:
No
Resolution:
.2mm
Infill:
30-100%
Notes:
This was printed with E-Sun PLA Plus
Tags
arm
bench
copter
drone
electronic
hold
Leg
quad
solder
station
wire
work
License
CC BY-NC
Helping Hands - Soldering Station
by Airmaxx23 is licensed under the Creative Commons - Attribution - Non-Commercial license."
